first_name,last_name,age,gender,income,city,signup_date,last_purchase_date,days_since_last_purchase,customer_prefix,customer_num,gender_label,age_scl,income_scl,days_scl,age_minmax,Income_minmax,Days_minmax,recency_score,income_log,income_sqrt,income_power,income_bin,frequent_buyer
Keith,Sutton,42.0,Other,24372.45,New Brandy,2024-06-27,2024-09-25,516,CUST,1190,2,-0.14142520688074528,-1.7248131307118215,0.19234510247136927,0.47058823529411764,0.10551406523899295,0.5486238532110093,0.0019342359767891683,10.101249704100544,156.1167832105184,-1.790953329240484,Low,0
Ryan,Levine,56.0,Other,65155.18,Justinton,2024-03-27,2024-06-25,608,CUST,1191,2,0.7943734257132413,0.872256527213823,0.48344149048528545,0.7450980392156864,0.6783613414753634,0.6330275229357798,0.0016420361247947454,11.084542436074207,255.25512727465437,0.8757876982267419,Very High,0
Cindy,Ryan,50.0,Female,64441.86,Bryanshire,2024-09-28,2024-12-27,423,CUST,1192,0,0.3933168688872471,0.8268318651475141,-0.10191537671661126,0.6274509803921569,0.6683418204897666,0.46330275229357804,0.0023584905660377358,11.07353421867724,253.8540131650473,0.8325698199727358,Very High,0
Marc,Hawkins,18.0,Female,52588.38,South Troybury,2024-11-23,2025-02-21,367,CUST,1193,0,-1.7456514341847225,0.07199487290034284,-0.27910448246421243,0.0,0.5018440472430444,0.4119266055045872,0.002717391304347826,10.870269477200338,229.32156462051273,0.10050636880311972,High,0
Ashley,Carroll,44.0,Other,75749.87,Kimberlyview,2024-10-04,2025-01-02,417,CUST,1194,2,-0.007739687938747193,1.5469329879149147,-0.12089992376099709,0.5098039215686275,0.8271777475636443,0.4577981651376147,0.0023923444976076554,11.235205208454177,275.22694272182,1.5079989043341464,Very High,0
Valerie,Johnson,69.0,Other,56614.52,Bradleystad,2023-04-26,2023-07-25,944,CUST,1195,2,1.663329298836229,0.3283819767690822,1.5465761249708925,1.0,0.5583964980658879,0.9412844036697248,0.0010582010582010583,10.944038431550965,237.9380591666663,0.35226820690404914,High,0
Jessica,Dixon,30.0,Female,,West Alexisfurt,2023-06-25,2023-09-23,884,CUST,1196,0,-0.9435383205327338,,1.3567306545270341,0.23529411764705888,,0.8862385321100918,0.0011299435028248588,,,,,0
Damon,Perez,58.0,Other,56304.87,South Kevin,2025-04-03,2025-07-02,236,CUST,1197,2,0.9280589446552394,0.30866327182763614,-0.6936004262666366,0.7843137254901961,0.5540470550765002,0.29174311926605506,0.004219409282700422,10.938554071570229,237.28647243363875,0.33302520580374706,High,0
Kevin,Fleming,20.0,Male,45862.86,Deannamouth,2023-03-18,2023-06-16,983,CUST,1198,1,-1.6119659152427244,-0.35629043133927213,1.6699756807594004,0.03921568627450983,0.4073752411265036,0.9770642201834863,0.0010162601626016261,10.733432722080508,214.15615797823793,-0.3282127501887054,Medium,0
Nathaniel,Vaughn,56.0,Male,34137.03,Zavalamouth,2025-09-08,2025-12-07,78,CUST,1199,1,0.7943734257132413,-1.1029985920483336,-1.193526831768797,0.7450980392156864,0.24267048062835353,0.14678899082568808,0.012658227848101266,10.438167291109995,184.76209026745718,-1.1052917325109772,Low,1
Scott,Washington,23.0,Female,40948.46,East Johnnyberg,2024-09-09,2024-12-08,442,CUST,1200,0,-1.4114376368297272,-0.6692424854786049,-0.04179764440938943,0.09803921568627455,0.33834600609647936,0.48073394495412847,0.002257336343115124,10.620093902381083,202.35725833288018,-0.6488120651847479,Medium,0
Susan,Rowland,25.0,Female,,Christinestad,2024-11-20,2025-02-18,370,CUST,1201,0,-1.2777521178877291,,-0.2696122089420195,0.13725490196078433,,0.41467889908256883,0.0026954177897574125,,,,,0
Heather,Martinez,44.0,Female,70447.3,Kelliside,2023-04-24,2023-07-23,946,CUST,1202,0,-0.007739687938747193,1.2092620263086964,1.5529043073190212,0.5098039215686275,0.7526961524974805,0.9431192660550458,0.0010559662090813093,11.162634386446609,265.41910255292476,1.1937734359558294,Very High,0
Brittany,Perez,26.0,Male,,Smithfurt,2024-04-03,2024-07-02,601,CUST,1203,1,-1.21090935841673,,0.4612928522668353,0.1568627450980392,,0.6266055045871559,0.0016611295681063123,,,,,0
Eric,Harrison,54.0,Other,54954.79,Bellhaven,2023-05-18,2023-08-16,922,CUST,1204,2,0.6606879067712432,0.22268933619919098,1.4769661191414778,0.7058823529411765,0.5350833993648497,0.9211009174311926,0.0010834236186348862,10.914284322797728,234.42438013141893,0.24889570675849818,High,0
Gabriel,Oliver,50.0,Male,63050.15,New Scottfort,2025-05-06,2025-08-04,203,CUST,1205,1,0.3933168688872471,0.7382069051796135,-0.7980154350107587,0.6274509803921569,0.6487934164763296,0.26146788990825687,0.004901960784313725,11.051701580719195,251.09788927826534,0.74799528859688,Very High,0
Bailey,Dunn,68.0,Other,57910.76,Bradfordbury,2023-10-30,2024-01-28,757,CUST,1206,2,1.5964865393652299,0.41092734765007893,0.9548910754208672,0.9803921568627451,0.5766038999084971,0.7697247706422019,0.0013192612137203166,10.966675751745575,240.64654578863167,0.43261324665245154,High,0
Danielle,Hernandez,59.0,Male,53929.06,Lake Vanessa,2024-02-16,2024-05-16,648,CUST,1207,1,0.9949017041262385,0.15737021067169246,0.6100051374478578,0.8039215686274509,0.5206756675466527,0.6697247706422018,0.0015408320493066256,10.895443300883963,232.22631203203483,0.18472332819955453,High,0
Brittany,Cole,61.0,Other,27520.11,Rebeccaton,2024-01-05,2024-04-04,690,CUST,1208,2,1.1285872230682366,-1.5243681806198037,0.7428969667585587,0.8431372549019608,0.14972710486429938,0.7082568807339449,0.001447178002894356,10.2227086255362,165.8918623682307,-1.5651858319297933,Low,0
Carl,Bates,,Male,67087.36,East Joseph,2023-09-18,2023-12-17,799,CUST,1209,1,,0.9952989535460174,1.0877829047315681,,0.7055013600616226,0.808256880733945,0.00125,11.11376583548248,259.01227770127036,0.9924183006234304,Very High,0
James,Perez,32.0,Female,43122.32,Lake Barbara,2023-09-26,2023-12-25,791,CUST,1210,0,-0.8098528015907357,-0.5308097261567487,1.0624701753390535,0.27450980392156865,0.36888073930142173,0.8009174311926606,0.0012626262626262627,10.671819197053097,207.659143790973,-0.5061690944650125,Medium,0
Julie,Kim,49.0,Male,,Andrealand,2023-02-22,2023-05-23,1007,CUST,1211,1,0.32647410941624805,,1.7459138689369436,0.607843137254902,,0.9990825688073395,0.000992063492063492,,,,,0
Nicholas,Payne,49.0,Other,67778.15,Waltersfort,2023-09-26,2023-12-25,791,CUST,1212,2,0.32647410941624805,1.0392888911739897,1.0624701753390535,0.607843137254902,0.7152044174575184,0.8009174311926606,0.0012626262626262627,11.124009904509968,260.3423707351533,1.0339649895917071,Very High,0
Paul,Cortez,41.0,Male,39949.41,North Jennifer,2025-03-23,2025-06-21,247,CUST,1213,1,-0.20826796635174433,-0.7328626119819215,-0.6587954233519292,0.4509803921568628,0.3243130300960021,0.3018348623853211,0.004032258064516129,10.595394213970295,199.8734849848774,-0.7148321832767167,Low,0
Joseph,Reed,58.0,Male,64245.74,Port Melanieberg,2024-07-16,2024-10-14,497,CUST,1214,1,0.9280589446552394,0.814342821346072,0.13222737016414743,0.7843137254901961,0.6655870562104876,0.5311926605504587,0.002008032128514056,11.070486262170574,253.46743380560747,0.8206720932163454,Very High,0
Robin,King,69.0,Male,44585.19,New Arthurville,2024-06-09,2024-09-07,534,CUST,1215,1,1.663329298836229,-0.43765325304938946,0.24929874360452678,1.0,0.3894286794463777,0.5651376146788991,0.001869158878504673,10.705179448803799,211.1520542168605,-0.41092682796821073,Medium,0
Sean,Valentine,66.0,Female,44674.52,Donaldport,2023-03-10,2023-06-08,991,CUST,1216,0,1.4628010204232318,-0.4319646629882905,1.6952884101519148,0.9411764705882354,0.39068343721237797,0.9844036697247707,0.0010080645161290322,10.707180979579363,211.3634783968129,-0.40512969569830504,Medium,0
Joshua,Ramirez,66.0,Male,53862.1,Meganmouth,2025-08-03,2025-11-01,114,CUST,1217,1,1.4628010204232318,0.1531061561492341,-1.079619549502482,0.9411764705882354,0.5197351259591527,0.1798165137614679,0.008695652173913044,10.894200921337566,232.08209754308925,0.18052635494958286,High,0
Emily,Watson,,Female,54267.09,Kimberlyton,2024-06-18,2024-09-16,525,CUST,1218,0,,0.17889617169658223,0.22082192303794804,,0.5254237450977677,0.5568807339449542,0.0019011406844106464,10.901691672039735,232.95297808785358,0.20589601969266907,High,0
Michael,Santos,29.0,Female,50578.27,Mooreborough,2024-11-04,2025-02-02,386,CUST,1219,0,-1.010381080003733,-0.05601018438966494,-0.2189867501569906,0.21568627450980393,0.473609398938836,0.42935779816513764,0.002583979328165375,10.831297087537758,224.8961315807811,-0.02650873985692113,Medium,0
Sheri,Spears,56.0,Male,29985.68,West Rebeccastad,2025-09-23,2025-12-22,63,CUST,1220,1,0.7943734257132413,-1.36735914673483,-1.2409881993797616,0.7450980392156864,0.184359290077749,0.13302752293577982,0.015625,10.308508562047107,173.1637375434014,-1.3916683495461863,Low,1
Daniel,Rodriguez,19.0,Male,48178.3,New Jamesstad,2023-04-02,2023-07-01,968,CUST,1221,1,-1.6788086747137234,-0.20884176939958932,1.6225143131484356,0.019607843137254943,0.43989865231768044,0.963302752293578,0.0010319917440660474,10.782684747213173,219.49555804161506,-0.17938516866316578,Medium,0
Renee,Wilson,20.0,Male,84177.18,Davidshire,2023-04-13,2023-07-12,957,CUST,1222,1,-1.6119659152427244,2.083589339731808,1.5877093102337285,0.03921568627450983,0.9455504406006118,0.953211009174312,0.0010438413361169101,11.340691021753466,290.133038449605,1.999228380006585,Very High,0
Kelly,Gordon,66.0,Other,16860.5846,Lake Jennifer,2024-02-11,2024-05-11,653,CUST,1223,2,1.4628010204232318,-2.203173399991526,0.6258255933181793,0.9411764705882354,0.0,0.6743119266055047,0.0015290519877675841,9.732793212904586,129.84831381269453,-2.3536727094553798,Low,0
Melissa,Young,54.0,Male,63046.11,New Shawnchester,2023-12-13,2024-03-12,713,CUST,1224,1,0.6606879067712432,0.7379496354623086,0.8156710637620377,0.7058823529411765,0.6487366693435115,0.7293577981651376,0.0014005602240896359,11.051637503704946,251.08984447802743,0.7477492794861292,Very High,0
Vanessa,Huynh,66.0,Female,65856.87,Thomashaven,2025-10-17,2026-01-15,39,CUST,1225,0,1.4628010204232318,0.9169405836335338,-1.316926387557305,0.9411764705882354,0.688217503759308,0.11100917431192661,0.025,11.095254214077269,256.6259339973262,0.9182159707333671,Very High,1
Jonathan,Parsons,34.0,Male,29624.78,Thompsonshire,2025-01-13,2025-04-13,316,CUST,1226,1,-0.6761672826487376,-1.3903414836099086,-0.44047313234149205,0.3137254901960784,0.17928997318813159,0.3651376146788991,0.0031545741324921135,10.296400207204751,172.1185056872154,-1.4168978153946692,Low,0
Benjamin,Holmes,66.0,Other,42958.42,New Melissatown,2023-07-15,2023-10-13,864,CUST,1227,2,1.4628010204232318,-0.5412469802820615,1.293448831045748,0.9411764705882354,0.36657854745268714,0.8678899082568807,0.0011560693641618498,10.668011228160509,207.2641310019657,-0.5168768067411775,Medium,0
Robert,Anderson,19.0,Male,34989.24,New Melindastad,2024-05-03,2024-08-01,571,CUST,1228,1,-1.6788086747137234,-1.0487293282403245,0.36637011704490613,0.019607843137254943,0.2546408949993728,0.5990825688073396,0.0017482517482517483,10.46282444444081,187.05410981852282,-1.0473196742966069,Low,0
Adam,Davis,19.0,Other,77809.48,Blaketon,2023-12-11,2024-03-10,715,CUST,1229,2,-1.6788086747137234,1.6780902360481378,0.8219992461101663,0.019607843137254943,0.8561076887080744,0.7311926605504588,0.0013966480446927375,11.262031405464844,278.9435068253068,1.6289446540352062,Very High,0
Jeffrey,Hill,45.0,Other,66545.38,Port Jenniferbury,2024-10-08,2025-01-06,413,CUST,1230,2,0.059103071532251854,0.96078532944085,-0.1335562884572543,0.5294117647058824,0.6978885355455937,0.4541284403669725,0.0024154589371980675,11.105654427152201,257.9639122047888,0.9597664141801708,Very High,0
Megan,Johnson,40.0,Male,67271.38,Fullermouth,2025-11-29,2026-02-27,-4,CUST,1231,1,-0.2751107258227434,1.0070174618080068,-1.4529823080420703,0.43137254901960786,0.7080861638688474,0.07155963302752294,-0.3333333333333333,11.116505030206495,259.36726855946955,1.003493620113526,Very High,1
Joseph,Wade,54.0,Female,51809.71,Jordanbury,2025-12-12,2026-03-12,-17,CUST,1232,0,0.6606879067712432,0.022408682114758913,-1.4941154933049061,0.7058823529411765,0.4909065992451548,0.05963302752293578,-0.0625,10.855352163633098,227.61746418058522,0.05141169188801407,High,1
Vanessa,Jones,49.0,Other,69681.38,Christopherstad,2023-04-21,2023-07-20,949,CUST,1233,2,0.32647410941624805,1.160487763467577,1.5623965808412141,0.607843137254902,0.741937795079648,0.9458715596330276,0.0010526315789473684,11.151702767085443,263.97230915382016,1.1480319283430995,Very High,0
Amanda,Goodman,,Male,49876.45,Perrystad,2025-01-01,2025-04-01,328,CUST,1234,1,,-0.10070251929037843,-0.4025040382527204,,0.46375141063329073,0.3761467889908257,0.00303951367781155,10.817324275792696,223.3303606767338,-0.07107309761584393,Medium,0
Drew,Ross,18.0,Male,70387.36,West Elizabeth,2025-02-10,2025-05-11,288,CUST,1235,1,-1.7456514341847225,1.2054450097603666,-0.5290676852152927,0.0,0.7518542160764118,0.3394495412844037,0.0034602076124567475,11.161783187566728,265.30616276294825,1.1901970761583514,Very High,0
Anthony,Watkins,36.0,Female,47769.55,Brennanhaven,2025-07-04,2025-10-02,144,CUST,1236,0,-0.5424817637067395,-0.23487122408977576,-0.9846968142805528,0.3529411764705882,0.4341572190158486,0.20733944954128442,0.006896551724137931,10.774164619819926,218.56246246782635,-0.205560501929421,Medium,0
Sarah,Henderson,19.0,Other,39811.37,Deniseshire,2023-10-09,2024-01-07,778,CUST,1237,2,-1.6788086747137234,-0.7416530851939909,1.0213369900762177,0.019607843137254943,0.3223740760825835,0.7889908256880733,0.0012836970474967907,10.591932947003066,199.52786772779385,-0.7239780393922223,Low,0
Eric,Stafford,,Other,77164.25,West Teresamouth,2024-07-12,2024-10-10,501,CUST,1238,2,,1.637001587608385,0.14488373486040468,,0.8470445816515829,0.534862385321101,0.00199203187250996,11.25370450514048,277.78453880660817,1.5911192173593105,Very High,0
Brian,Lewis,43.0,Male,49687.27,Hoganside,2024-05-10,2024-08-08,564,CUST,1239,1,-0.07458244740974623,-0.11274961956753923,0.344221478826456,0.4901960784313726,0.46109412781484294,0.5926605504587157,0.0017699115044247787,10.81352416813196,222.9064153406088,-0.08310541620083914,Medium,0
Erica,Fuentes,49.0,Male,36518.0,Macdonaldmouth,2024-04-27,2024-07-26,577,CUST,1240,1,0.32647410941624805,-0.9513769388772187,0.385354664089292,0.607843137254902,0.27611434716942396,0.6045871559633027,0.0017301038062283738,10.505587952077706,191.09683409203828,-0.9439706187883399,Low,0
Connie,Walker,23.0,Female,36355.49,Ryanburgh,2025-11-12,2026-02-10,13,CUST,1241,0,-1.4114376368297272,-0.9617256769364291,-1.399192758082977,0.09803921568627455,0.2738316797054957,0.0871559633027523,0.07142857142857142,10.50112800897818,190.67115670703842,-0.954918390059165,Low,1
Robert,Abbott,49.0,Female,36401.32,Port Sydney,2023-07-04,2023-10-02,875,CUST,1242,0,0.32647410941624805,-0.9588071939799734,1.3282538339604553,0.607843137254902,0.2744754225513011,0.8779816513761469,0.001141552511415525,10.502387787857499,190.79129959198872,-0.9518300605467226,Low,0
Erin,Snyder,21.0,Other,62666.64,East Kyle,2025-09-21,2025-12-20,65,CUST,1243,2,-1.5451231557717253,0.7137847494163513,-1.234660017031633,0.05882352941176472,0.6434065122914109,0.13486238532110092,0.015151515151515152,11.045600484938252,250.3330581445447,0.7246291023186412,Very High,1
Christina,Russell,28.0,Other,48517.06,West Cynthia,2025-02-26,2025-05-27,272,CUST,1244,2,-1.077223839474732,-0.18726932151984027,-0.5796931440003216,0.1960784313725491,0.4446569836823986,0.3247706422018349,0.003663003663003663,10.78969137874667,220.2658847847301,-0.15772282234692958,Medium,0
Cole,Miller,34.0,Male,84469.38,Castroview,2023-11-10,2024-02-08,746,CUST,1245,1,-0.6761672826487376,2.102196817800243,0.9200860725061598,0.3137254901960784,0.9496547753059214,0.7596330275229357,0.0013386880856760374,11.344156219349994,290.63616430169185,2.0160932814946224,Very High,0
Thomas,Lane,,Other,67792.67,New Stacey,2025-12-09,2026-03-09,-14,CUST,1246,2,,1.0402135338213332,-1.4846232197827132,,0.7154083700239835,0.062385321100917435,-0.07692307692307693,11.124224106738048,260.37025559767767,1.0348374368705298,Very High,1
Barbara,Stuart,41.0,Female,53857.07,East Billy,2025-03-15,2025-06-13,255,CUST,1247,0,-0.20826796635174433,0.15278584261506503,-0.6334826939594148,0.4509803921568628,0.5196644729695302,0.3091743119266055,0.00390625,10.894107532080772,232.0712606075987,0.18021104171863297,High,0
Sarah,Diaz,22.0,Female,71058.46,West Stevenfort,2025-03-19,2025-06-17,251,CUST,1248,0,-1.4782803963007263,1.2481810759195942,-0.646139058655672,0.07843137254901966,0.7612807014314195,0.3055045871559633,0.003968253968253968,11.17127227033421,266.56792755318486,1.230206800737287,Very High,0
Marie,Kennedy,69.0,Male,42567.39,Albertshire,2024-04-03,2024-07-02,601,CUST,1249,1,1.663329298836229,-0.5661480143309999,0.4612928522668353,1.0,0.36108601494133474,0.6266055045871559,0.0016611295681063123,10.658867238045925,206.31866129848748,-0.5424535713798676,Medium,0
Matthew,Franco,51.0,Female,22178.21,Port Madelinefurt,2025-06-04,2025-09-02,174,CUST,1250,0,0.46015962835824614,-1.8645437011323591,-0.8897740790586236,0.6470588235294118,0.07469306803235928,0.23486238532110093,0.005714285714285714,10.006910642596454,148.92350385348848,-1.9515095855415556,Low,0
Patrick,Jackson,23.0,Female,35156.25,Emilyfurt,2023-09-03,2023-12-02,814,CUST,1251,0,-1.4114376368297272,-1.0380940273771855,1.1352442723425327,0.09803921568627455,0.2569867709033212,0.8220183486238533,0.001226993865030675,10.46758613486084,187.5,-1.0359893832907359,Low,0
James,Martin,39.0,Female,52208.12,Port Monique,2025-11-20,2026-02-18,5,CUST,1252,0,-0.3419534852937424,0.04777967916214061,-1.4245054874754914,0.4117647058823529,0.4965027935981403,0.0798165137614679,0.16666666666666666,10.863012471253931,228.49096262215713,0.07654806064682448,High,1
David,Walters,28.0,Female,46661.88,Victoriaside,2024-11-22,2025-02-20,368,CUST,1253,0,-1.077223839474732,-0.3054083398736998,-0.27594039129014813,0.1960784313725491,0.4185985317364844,0.41284403669724773,0.0027100271002710027,10.75070426677393,216.0136106822901,-0.2767017524540447,Medium,0
Kevin,Mendoza,65.0,Male,62366.23,New Geraldstad,2023-04-11,2023-07-10,959,CUST,1254,1,1.3959582609522327,0.6946544534323053,1.594037492581857,0.9215686274509803,0.6391868572988646,0.955045871559633,0.0010416666666666667,11.040795256156164,249.73231669129248,0.7063075623149127,Very High,0
Melissa,Williams,33.0,Male,48130.79,Brandonview,2024-03-09,2024-06-07,626,CUST,1255,1,-0.7430100421197366,-0.2118672358028451,0.540395131618443,0.2941176470588236,0.43923131165426754,0.6495412844036696,0.001594896331738437,10.78169815254679,219.3873059226536,-0.18242548309727621,Medium,0
Traci,Vang,50.0,Other,61220.52,Geraldmouth,2025-04-10,2025-07-09,229,CUST,1256,2,0.3933168688872471,0.6216949267458375,-0.7157490644850868,0.6274509803921569,0.6230938480065299,0.28532110091743124,0.004347826086956522,11.022254040678604,247.42780765306068,0.6362823484303104,High,0
Joanna,Gardner,26.0,Female,72514.57,South Georgeborough,2025-04-11,2025-07-10,228,CUST,1257,0,-1.21090935841673,1.3409070680148294,-0.718913155659151,0.1568627450980392,0.7817336884531451,0.28440366972477066,0.004366812227074236,11.191556576406125,269.2852948083129,1.3167791748523314,Very High,0
Carol,Mckinney,23.0,Other,48084.56,Robertstad,2023-02-21,2023-05-22,1008,CUST,1258,2,-1.4114376368297272,-0.21481119100853907,1.749077960111008,0.09803921568627455,0.4385819502804603,1.0,0.0009910802775024777,10.780737203122232,219.2819189992645,-0.18538441715024612,Medium,0
Derrick,Best,33.0,Male,58327.18,New Joshuamouth,2024-06-02,2024-08-31,541,CUST,1259,1,-0.7430100421197366,0.4374452327194059,0.27144738182297695,0.2941176470588236,0.5824530684847633,0.571559633027523,0.0018450184501845018,10.973840617477938,241.51020682364546,0.4583536670797272,High,0
Erin,Roman,46.0,Male,23678.2,North Dennisfort,2024-01-03,2024-04-02,692,CUST,1260,1,0.1259458310032509,-1.769023403295704,0.7492251491066872,0.5490196078431373,0.09576240757588164,0.7100917431192661,0.001443001443001443,10.072352304643474,153.8772237857182,-1.8414531095667614,Low,0
Jesse,Burgess,20.0,Male,48141.59,East Benjamin,2023-12-02,2024-03-01,724,CUST,1261,1,-1.6119659152427244,-0.21117948507341663,0.850476066676745,0.03921568627450983,0.4393830119103158,0.7394495412844038,0.001379310344827586,10.781922511302366,219.41191854591673,-0.18173430856216974,Medium,0
Chelsea,Cunningham,37.0,Male,31520.63,Lake Josebury,2023-03-06,2023-06-04,995,CUST,1262,1,-0.4756390042357405,-1.2696125743147648,1.707944774848172,0.37254901960784315,0.20591968896862803,0.988073394495413,0.001004016064257028,10.358429255832704,177.54050242127852,-1.284979403659217,Low,0
Adam,Lane,53.0,Male,52178.4,North Tony,2024-04-16,2024-07-15,588,CUST,1263,1,0.5938451473002442,0.04588709104374949,0.42015966700399937,0.6862745098039217,0.49608533696760715,0.6146788990825689,0.001697792869269949,10.86244305996612,228.4259179690431,0.07467419797548017,High,0
Toni,Scott,36.0,Male,53540.0,South Brianbury,2025-04-10,2025-07-09,229,CUST,1264,1,-0.5424817637067395,0.1325946274502518,-0.7157490644850868,0.3529411764705882,0.5152108062857093,0.28532110091743124,0.004347826086956522,10.888202994524125,231.38712150852302,0.16032404837175782,High,0
Alex,Reed,43.0,Male,53490.15,Richardsview,2025-03-06,2025-06-04,264,CUST,1265,1,-0.07458244740974623,0.1294201483889533,-0.605005873392836,0.4901960784313726,0.5145105972334858,0.3174311926605505,0.0037735849056603774,10.88727149863986,231.2793765124768,0.1571954281058461,High,0
Isaiah,Miles,20.0,Female,42798.16,Crystalmouth,2023-10-20,2024-01-18,767,CUST,1266,0,-1.6119659152427244,-0.5514524369393071,0.9865319871615102,0.03921568627450983,0.36432748420876904,0.7788990825688074,0.0013020833333333333,10.664273755209068,206.87716162012666,-0.5273539956433467,Medium,0
Cynthia,Cross,36.0,Other,84477.03,Jaredville,2023-05-28,2023-08-26,912,CUST,1267,2,-0.5424817637067395,2.102683974566921,1.4453252074008347,0.3529411764705882,0.9497622296539555,0.9119266055045872,0.001095290251916758,11.344246779539406,290.6493247884811,2.016534671849591,Very High,0
Aaron,Sellers,37.0,Male,30979.68,New Melissashire,2024-09-26,2024-12-25,425,CUST,1268,1,-0.4756390042357405,-1.3040606073781444,-0.09558719436848263,0.37254901960784315,0.19832133216220368,0.4651376146788991,0.002347417840375587,10.341119063374903,176.01045423496868,-1.3224672802576531,Low,0
Jeanne,Mays,49.0,Female,30062.81,Stevenside,2024-11-22,2025-02-20,368,CUST,1269,0,0.32647410941624805,-1.3624474602754928,-0.27594039129014813,0.607843137254902,0.1854426827396947,0.41284403669724773,0.0027100271002710027,10.311077401782292,173.38630280388355,-1.38628369163254,Low,0
Nicole,Schultz,24.0,Female,,Chambersmouth,2024-02-19,2024-05-19,645,CUST,1270,0,-1.3445948773587282,,0.6005128639256648,0.11764705882352944,,0.6669724770642202,0.0015479876160990713,,,,,0
James,Walker,69.0,Other,39435.81,Aliciaborough,2023-12-16,2024-03-15,710,CUST,1271,2,1.663329298836229,-0.765568980003646,0.8061787902398447,1.0,0.3170988401417003,0.726605504587156,0.0014064697609001407,10.582454923092477,198.58451601270426,-0.7488904626856457,Low,0
Heather,Brown,58.0,Male,35829.64,Staceybury,2024-10-29,2025-01-27,392,CUST,1272,1,0.9280589446552394,-0.9952121325910701,-0.20000220311260475,0.7843137254901961,0.2664454223311391,0.43486238532110094,0.002544529262086514,10.486558672266183,189.28718921258246,-0.9904052604642477,Low,0
Helen,Barker,50.0,Other,84543.68,Port Jesse,2025-10-01,2025-12-30,55,CUST,1273,2,0.3933168688872471,2.1069282880962197,-1.2663009287722762,0.6274509803921569,0.9506984168822542,0.12568807339449542,0.017857142857142856,11.34503543099878,290.7639592521742,2.0203799377489644,Very High,1
Laura,Barnes,57.0,Male,64785.84,North Catherinemouth,2025-11-06,2026-02-04,19,CUST,1274,1,0.8612161851842404,0.8487367258798204,-1.3802082110385911,0.7647058823529412,0.6731734736449081,0.0926605504587156,0.05,11.078857775295774,254.5306268408578,0.8534214609416713,Very High,1
Jennifer,Salinas,56.0,Female,41083.03,West Brian,2024-11-24,2025-02-22,366,CUST,1275,0,0.7943734257132413,-0.6606729840286761,-0.28226857363827673,0.7450980392156864,0.34023621937948245,0.41100917431192663,0.0027247956403269754,10.623374760496702,202.6894915875019,-0.6399421094825111,Medium,0
John,Carter,35.0,Female,53262.62,Andersonland,2023-06-11,2023-09-09,898,CUST,1276,0,-0.6093245231777386,0.11493089621608948,1.4010279309639344,0.33333333333333337,0.5113146380428661,0.8990825688073394,0.0011123470522803114,10.8830088255148,230.78695803706066,0.14290865747254786,High,0
Mackenzie,Roberts,57.0,Female,79188.07,Keithtown,2024-10-04,2025-01-02,417,CUST,1277,0,0.8612161851842404,1.7658797062410292,-0.12089992376099709,0.7647058823529412,0.8754718050030529,0.4577981651376147,0.0023923444976076554,11.279593563228438,281.40374908661045,1.7095691946779186,Very High,0
Robin,Bright,18.0,Female,60374.31,East Jamiehaven,2026-02-15,2026-05-16,-82,CUST,1278,0,-1.7456514341847225,0.5678077466763999,-1.6997814196190864,0.0,0.6112077115555375,0.0,-0.012345679012345678,11.00833552551726,245.71184342640058,0.5844074192766956,High,1
Billy,Garcia,28.0,Other,69292.23,Eatontown,2023-12-20,2024-03-19,706,CUST,1279,2,-1.077223839474732,1.135706448990057,0.7935224255435875,0.1960784313725491,0.7364716696499038,0.7229357798165137,0.0014144271570014145,11.146102489208207,263.2341733134207,1.1247560502213443,Very High,0
David,Rose,45.0,Male,62072.05,Wattsfurt,2023-12-15,2024-03-14,711,CUST,1280,1,0.059103071532251854,0.6759208877301424,0.8093428814139091,0.5294117647058824,0.6350547108799462,0.7275229357798165,0.0014044943820224719,11.036067196270384,249.14262983279278,0.6883502157187659,High,0
Christopher,Griffin,42.0,Male,63953.8,Combsville,2023-10-16,2024-01-14,771,CUST,1281,1,-0.14142520688074528,0.7957519002396429,0.9991883518577674,0.47058823529411764,0.6614863735483794,0.7825688073394497,0.0012953367875647669,11.065931862829792,252.89088556134246,0.8029489881976256,Very High,0
Amy,Martin,67.0,Other,50596.13,Williamsontown,2025-04-20,2025-07-19,219,CUST,1282,2,1.5296437798942308,-0.05487284846118361,-0.7473899762257298,0.9607843137254902,0.47386026621411603,0.2761467889908257,0.004545454545454545,10.831650134299364,224.9358352953126,-0.025376153385936975,Medium,0
Heather,Santiago,40.0,Male,50170.23,Joseport,2023-11-10,2024-02-08,746,CUST,1283,1,-0.2751107258227434,-0.08199442583745334,0.9200860725061598,0.43137254901960786,0.46787793852420745,0.7596330275229357,0.0013386880856760374,10.823197033821183,223.98712016542382,-0.05240460747349801,Medium,0
Jennifer,Keller,48.0,Female,54005.76,Dawsonfurt,2024-08-24,2024-11-22,458,CUST,1284,0,0.259631349945249,0.162254514463099,0.008827814375639481,0.5882352941176471,0.5217530202909966,0.4954128440366973,0.002178649237472767,10.896864502896586,232.39139398867593,0.1895296135044197,High,0
Michael,Nicholson,47.0,Male,61016.79,East Josephfurt,2024-05-15,2024-08-13,559,CUST,1285,1,0.19278859047424995,0.608721273402641,0.32840102295613444,0.5686274509803921,0.620232191232017,0.5880733944954128,0.0017857142857142857,11.018920739981224,247.01576872742356,0.6238052977434128,High,0
